Provider,Inpatient_ClaimID_count,Inpatient_BeneID_nunique,Inpatient_InscClaimAmtReimbursed_sum,Inpatient_InscClaimAmtReimbursed_mean,Inpatient_InscClaimAmtReimbursed_std,Inpatient_InscClaimAmtReimbursed_max,Inpatient_DeductibleAmtPaid_sum,Inpatient_DeductibleAmtPaid_mean,Inpatient_ClaimDuration_mean,Inpatient_ClaimDuration_max,Inpatient_Age_mean,Inpatient_NumDiagnoses_mean,Inpatient_NumDiagnoses_max,Inpatient_NumProcedures_mean,Inpatient_NumProcedures_max,Inpatient_AttendingPhysician_nunique,Inpatient_OperatingPhysician_nunique,Inpatient_OtherPhysician_nunique,Inpatient_LengthOfStay_mean,Inpatient_LengthOfStay_max,Inpatient_ChronicCond_Alzheimer_mean,Inpatient_ChronicCond_Heartfailure_mean,Inpatient_ChronicCond_KidneyDisease_mean,Inpatient_ChronicCond_Cancer_mean,Inpatient_ChronicCond_ObstrPulmonary_mean,Inpatient_ChronicCond_Depression_mean,Inpatient_ChronicCond_Diabetes_mean,Inpatient_ChronicCond_IschemicHeart_mean,Inpatient_ChronicCond_Osteoporasis_mean,Inpatient_ChronicCond_rheumatoidarthritis_mean,Inpatient_ChronicCond_stroke_mean,Outpatient_ClaimID_count,Outpatient_BeneID_nunique,Outpatient_InscClaimAmtReimbursed_sum,Outpatient_InscClaimAmtReimbursed_mean,Outpatient_InscClaimAmtReimbursed_std,Outpatient_InscClaimAmtReimbursed_max,Outpatient_DeductibleAmtPaid_sum,Outpatient_DeductibleAmtPaid_mean,Outpatient_ClaimDuration_mean,Outpatient_ClaimDuration_max,Outpatient_Age_mean,Outpatient_NumDiagnoses_mean,Outpatient_NumDiagnoses_max,Outpatient_NumProcedures_mean,Outpatient_NumProcedures_max,Outpatient_AttendingPhysician_nunique,Outpatient_OperatingPhysician_nunique,Outpatient_OtherPhysician_nunique,Outpatient_ChronicCond_Alzheimer_mean,Outpatient_ChronicCond_Heartfailure_mean,Outpatient_ChronicCond_KidneyDisease_mean,Outpatient_ChronicCond_Cancer_mean,Outpatient_ChronicCond_ObstrPulmonary_mean,Outpatient_ChronicCond_Depression_mean,Outpatient_ChronicCond_Diabetes_mean,Outpatient_ChronicCond_IschemicHeart_mean,Outpatient_ChronicCond_Osteoporasis_mean,Outpatient_ChronicCond_rheumatoidarthritis_mean,Outpatient_ChronicCond_stroke_mean,Total_Claims,Total_Reimbursement,Avg_Reimbursement_Per_Claim,Inpatient_Outpatient_Ratio,Total_Unique_Beneficiaries,Claims_Per_Beneficiary,Avg_Chronic_Conditions_Inpatient,Avg_Chronic_Conditions_Outpatient,PotentialFraud
PRV51015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,700.0,87.5,74.01737247816507,200.0,0.0,0.0,1.375,4.0,71.625,3.125,9.0,0.0,0.0,3.0,1.0,4.0,0.5,0.875,0.5,0.375,0.5,0.875,1.0,0.875,0.375,0.375,0.125,8.0,700.0,87.49989062513673,0.0,7.0,1.142855510206414,0.0,6.375,0
PRV51016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,170.0,28.333333333333332,37.638632635454044,90.0,0.0,0.0,1.3333333333333333,3.0,70.5,3.5,9.0,0.0,0.0,3.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,6.0,170.0,28.333286111189818,0.0,6.0,0.9999983333361112,0.0,5.5,0
PRV51017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,420.0,142720.0,277.126213592233,570.1818038894332,3300.0,1050.0,2.0388349514563107,2.3572815533980584,21.0,72.14368932038835,2.704854368932039,10.0,0.003883495145631068,1.0,113.0,46.0,69.0,0.41941747572815535,0.570873786407767,0.4174757281553398,0.11262135922330097,0.3087378640776699,0.4077669902912621,0.6815533980582524,0.7495145631067961,0.3572815533980582,0.24854368932038834,0.0912621359223301,515.0,142720.0,277.1262082111416,0.0,420.0,1.2261904469954656,0.0,4.36504854368932,0
PRV51021,29.0,23.0,269000.0,9275.862068965518,10277.911654625932,57000.0,30972.0,1068.0,5.793103448275862,18.0,70.48275862068965,8.517241379310345,10.0,0.7586206896551724,3.0,7.0,7.0,1.0,5.758620689655173,18.0,0.5172413793103449,0.5862068965517241,0.6896551724137931,0.20689655172413793,0.6206896551724138,0.4482758620689655,0.9310344827586207,0.8275862068965517,0.41379310344827586,0.4827586206896552,0.3103448275862069,228.0,187.0,79830.0,350.13157894736844,631.2399379496628,3300.0,520.0,2.280701754385965,2.6447368421052633,21.0,72.85087719298245,2.780701754385965,10.0,0.0,0.0,67.0,23.0,41.0,0.34649122807017546,0.5614035087719298,0.4473684210526316,0.23684210526315788,0.37280701754385964,0.4517543859649123,0.7324561403508771,0.7543859649122807,0.2543859649122807,0.31140350877192985,0.07894736842105263,257.0,348830.0,1357.3151222834583,0.12663755458515283,210.0,1.2238094655328826,6.0344827586206895,4.548245614035087,1
PRV51023,9.0,9.0,54000.0,6000.0,3741.657386773941,13000.0,8544.0,1068.0,4.555555555555555,11.0,73.33333333333333,8.0,9.0,0.5555555555555556,1.0,4.0,4.0,1.0,4.555555555555555,11.0,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.5555555555555556,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,27.0,27.0,11610.0,430.0,668.511549868581,2200.0,80.0,2.962962962962963,4.703703703703703,21.0,72.55555555555556,3.4074074074074074,9.0,0.0,0.0,10.0,5.0,6.0,0.3333333333333333,0.5555555555555556,0.4074074074074074,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5925925925925926,0.7777777777777778,0.2962962962962963,0.25925925925925924,0.14814814814814814,36.0,65610.0,1822.4994937501406,0.32142857142857145,36.0,0.9999997222222993,4.999999999999999,4.148148148148148,0
PRV51024,9.0,9.0,61000.0,6777.777777777777,3767.5515184857713,13000.0,9612.0,1068.0,5.333333333333333,11.0,69.22222222222223,7.111111111111111,10.0,0.7777777777777778,1.0,1.0,1.0,1.0,5.333333333333333,11.0,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.0,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.4444444444444444,0.3333333333333333,30.0,29.0,3050.0,101.66666666666667,116.68062313894262,400.0,90.0,3.0,1.8333333333333333,21.0,67.66666666666667,2.433333333333333,7.0,0.0,0.0,12.0,5.0,8.0,0.36666666666666664,0.5333333333333333,0.5666666666666667,0.16666666666666666,0.3,0.3333333333333333,0.7666666666666667,0.7,0.26666666666666666,0.3333333333333333,0.1,39.0,64050.0,1642.3072712032636,0.2903225806451613,38.0,1.0263155193906528,5.666666666666666,4.433333333333333,0
PRV51025,13.0,12.0,86000.0,6615.384615384615,5252.593986759645,17000.0,13884.0,1068.0,8.0,29.0,69.6923076923077,7.769230769230769,9.0,0.9230769230769231,2.0,2.0,2.0,0.0,8.0,29.0,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.15384615384615385,0.5384615384615384,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.3076923076923077,0.07692307692307693,0.0,74.0,66.0,32350.0,437.1621621621622,810.343272890291,3300.0,400.0,5.405405405405405,2.324324324324324,21.0,74.1891891891892,2.9594594594594597,9.0,0.0,0.0,34.0,13.0,20.0,0.3108108108108108,0.527027027027027,0.43243243243243246,0.14864864864864866,0.28378378378378377,0.44594594594594594,0.7432432432432432,0.7027027027027027,0.36486486486486486,0.33783783783783783,0.08108108108108109,87.0,118350.0,1360.3446712247503,0.17333333333333334,78.0,1.115384472386606,4.769230769230768,4.378378378378378,0
PRV51026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,56.0,19840.0,261.05263157894734,668.7831316600191,3300.0,340.0,4.473684210526316,2.0921052631578947,21.0,69.5657894736842,2.4078947368421053,9.0,0.0,0.0,29.0,10.0,18.0,0.39473684210526316,0.4342105263157895,0.39473684210526316,0.14473684210526316,0.19736842105263158,0.5131578947368421,0.7368421052631579,0.6578947368421053,0.2236842105263158,0.3026315789473684,0.07894736842105263,76.0,19840.0,261.0525972299214,0.0,56.0,1.3571426147959615,0.0,4.078947368421053,0
PRV51027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,44.0,29840.0,563.0188679245283,1044.0446219937528,3300.0,0.0,0.0,3.1320754716981134,21.0,73.0,2.4716981132075473,9.0,0.0,0.0,10.0,6.0,5.0,0.4339622641509434,0.6792452830188679,0.5094339622641509,0.16981132075471697,0.3018867924528302,0.5660377358490566,0.7735849056603774,0.8113207547169812,0.18867924528301888,0.24528301886792453,0.1509433962264151,53.0,29840.0,563.0187616945732,0.0,44.0,1.2045451807851861,0.0,4.830188679245284,0
PRV51029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,79.0,30660.0,329.6774193548387,618.3119580109661,3300.0,160.0,1.7204301075268817,1.6989247311827957,21.0,70.91397849462365,2.838709677419355,9.0,0.0,0.0,38.0,10.0,17.0,0.34408602150537637,0.4838709677419355,0.3548387096774194,0.0967741935483871,0.3118279569892473,0.3225806451612903,0.6666666666666666,0.7096774193548387,0.1827956989247312,0.3010752688172043,0.13978494623655913,93.0,30660.0,329.6773839056576,0.0,79.0,1.1772150408588555,0.0,3.9139784946236555,0
PRV51030,82.0,71.0,705600.0,8604.878048780487,8114.731344891162,57000.0,86508.0,1068.0,5.621951219512195,24.0,72.29268292682927,8.097560975609756,10.0,0.6951219512195121,3.0,1.0,1.0,0.0,5.621951219512195,24.0,0.5365853658536586,0.7317073170731707,0.5365853658536586,0.2073170731707317,0.45121951219512196,0.45121951219512196,0.7682926829268293,0.8536585365853658,0.2926829268292683,0.3902439024390244,0.08536585365853659,89.0,78.0,34160.0,383.82022471910113,719.4308129252685,3300.0,240.0,2.696629213483146,2.8876404494382024,21.0,71.4494382022472,2.438202247191011,9.0,0.0,0.0,45.0,11.0,23.0,0.3258426966292135,0.5730337078651685,0.4157303370786517,0.14606741573033707,0.3146067415730337,0.43820224719101125,0.6966292134831461,0.7640449438202247,0.2696629213483146,0.30337078651685395,0.06741573033707865,171.0,739760.0,4326.0816183578,0.9111111111111111,149.0,1.147650929687857,5.304878048780488,4.314606741573033,0
PRV51031,28.0,26.0,329000.0,11750.0,13164.556792978468,68000.0,29904.0,1068.0,6.535714285714286,19.0,72.46428571428571,8.392857142857142,10.0,0.8928571428571429,2.0,2.0,2.0,0.0,6.535714285714286,19.0,0.5357142857142857,0.6785714285714286,0.6428571428571429,0.17857142857142858,0.5,0.4642857142857143,0.6785714285714286,0.75,0.5357142857142857,0.21428571428571427,0.10714285714285714,157.0,135.0,30720.0,195.6687898089172,365.13129687220373,2300.0,340.0,2.1656050955414012,2.3694267515923566,21.0,72.6687898089172,2.464968152866242,10.0,0.0,0.0,58.0,14.0,28.0,0.47770700636942676,0.6942675159235668,0.45222929936305734,0.08917197452229299,0.3630573248407643,0.43312101910828027,0.7070063694267515,0.8280254777070064,0.445859872611465,0.3057324840764331,0.10191082802547771,185.0,359720.0,1944.4323273279822,0.17721518987341772,161.0,1.1490682516106676,5.285714285714286,4.898089171974522,0
PRV51032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,5420.0,235.65217391304347,596.2063865273236,2900.0,50.0,2.1739130434782608,1.9130434782608696,13.0,69.43478260869566,2.347826086956522,6.0,0.0,0.0,10.0,4.0,8.0,0.391304347826087,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.34782608695652173,0.4782608695652174,0.6956521739130435,0.6956521739130435,0.17391304347826086,0.21739130434782608,0.13043478260869565,23.0,5420.0,235.6520714556211,0.0,21.0,1.0952375736963935,0.0,4.434782608695652,0
PRV51035,1.0,1.0,29000.0,29000.0,0.0,29000.0,1068.0,1068.0,15.0,15.0,87.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,24.0,3560.0,122.75862068965517,162.9832715281834,700.0,360.0,12.413793103448276,2.8620689655172415,21.0,73.3103448275862,2.1724137931034484,9.0,0.0,0.0,17.0,6.0,8.0,0.27586206896551724,0.5862068965517241,0.6206896551724138,0.13793103448275862,0.3448275862068966,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.3103448275862069,0.20689655172413793,0.2413793103448276,30.0,32560.0,1085.332971555676,0.03333333333333333,25.0,1.199999520000192,8.0,4.827586206896552,0
PRV51036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,131.0,74880.0,269.3525179856115,579.1512632739048,4400.0,1410.0,5.071942446043166,2.050359712230216,21.0,72.65827338129496,2.615107913669065,10.0,0.0,0.0,5.0,3.0,4.0,0.35611510791366907,0.5719424460431655,0.3920863309352518,0.11151079136690648,0.34172661870503596,0.4748201438848921,0.7230215827338129,0.7230215827338129,0.34172661870503596,0.2949640287769784,0.0683453237410072,278.0,74880.0,269.3525082966724,0.0,131.0,2.122137242584943,0.0,4.399280575539568,0
PRV51037,23.0,21.0,214000.0,9304.347826086956,5849.901184936185,23000.0,24564.0,1068.0,5.521739130434782,18.0,71.04347826086956,8.043478260869565,10.0,0.5652173913043478,3.0,1.0,1.0,0.0,5.565217391304348,18.0,0.5652173913043478,0.8260869565217391,0.6086956521739131,0.21739130434782608,0.5652173913043478,0.391304347826087,0.9130434782608695,0.9565217391304348,0.2608695652173913,0.6521739130434783,0.043478260869565216,431.0,202.0,128230.0,297.51740139211137,579.1863651940712,3300.0,960.0,2.2273781902552203,2.3735498839907194,21.0,71.94431554524363,2.7169373549883993,10.0,0.0,0.0,2.0,2.0,1.0,0.4222737819025522,0.5846867749419954,0.3874709976798144,0.2296983758700696,0.3294663573085847,0.4547563805104408,0.6728538283062645,0.7911832946635731,0.37587006960556846,0.271461716937355,0.06496519721577726,454.0,342230.0,753.810556083468,0.05324074074074074,223.0,2.0358743481670696,6.0,4.5846867749419955,1
PRV51038,30.0,26.0,229600.0,7653.333333333333,4210.637869060674,17000.0,30972.0,1068.0,5.033333333333333,25.0,71.16666666666667,7.3,10.0,0.5,3.0,2.0,2.0,1.0,5.033333333333333,25.0,0.43333333333333335,0.6,0.5333333333333333,0.16666666666666666,0.5,0.3,0.7333333333333333,0.8333333333333334,0.4,0.4,0.06666666666666667,111.0,83.0,35890.0,323.3333333333333,631.6620692244942,3300.0,220.0,1.981981981981982,2.171171171171171,21.0,71.66666666666667,2.2432432432432434,9.0,0.0,0.0,43.0,14.0,21.0,0.5135135135135135,0.6306306306306306,0.44144144144144143,0.1981981981981982,0.25225225225225223,0.4864864864864865,0.7837837837837838,0.7837837837837838,0.3063063063063063,0.3063063063063063,0.10810810810810811,141.0,265490.0,1882.9076678788888,0.26785714285714285,109.0,1.293577862974508,4.966666666666667,4.81081081081081,0
PRV51040,9.0,8.0,63000.0,7000.0,7681.145747868608,21000.0,8544.0,1068.0,11.555555555555555,34.0,75.66666666666667,7.777777777777778,9.0,0.7777777777777778,2.0,4.0,3.0,2.0,11.555555555555555,34.0,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.4444444444444444,0.3333333333333333,77.0,62.0,11470.0,148.96103896103895,250.15039905279934,1600.0,240.0,3.116883116883117,1.6233766233766234,18.0,70.64935064935065,2.948051948051948,9.0,0.0,0.0,13.0,6.0,10.0,0.38961038961038963,0.6233766233766234,0.33766233766233766,0.06493506493506493,0.2597402597402597,0.5194805194805194,0.7142857142857143,0.7532467532467533,0.23376623376623376,0.2077922077922078,0.1038961038961039,86.0,74470.0,865.9301318685893,0.11538461538461539,70.0,1.2285712530612496,5.777777777777777,4.207792207792208,0
